,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
343,MARTIN LINGE,Status,"To maintain production on the field, continuous well-intervention campaigns and drilling of new wells are planned.",21675447,20.02.2026,17.07.2026
344,MARTIN LINGE,Transport,"Rich gas is transported to the Frigg UK pipeline (FUKA), and on to the Shell-Esso Gas and Liquid (SEGAL) terminal at St Fergus in the UK. Oil and condensate are exported via tankers from the FSO.",21675447,20.02.2026,17.07.2026
345,MARULK,Transport,The well stream is sent to the Norne FPSO for processing. The gas is then transported via the Åsgard Transport System (ÅTS) to the Kårstø terminal.,18212090,20.02.2026,17.07.2026
346,MARULK,Status,The production from Marulk is in the decline phase. It is limited by the commercial agreement with Norne and the gas handling capacity on the Norne FPSO. Marulk utilises excess capacity when available on the FPSO.,18212090,20.02.2026,17.07.2026
347,MARULK,Reservoir,Marulk produces gas from Cretaceous sandstone in the Lysing and Lange Formations. The reservoirs are at a depth of 2800-2850 metres. Both reservoirs are in turbidite fans and have moderate to good quality.,18212090,20.02.2026,17.07.2026
348,MARULK,Development,"Marulk is a field in the Norwegian Sea, 25 kilometres southwest of the Norne field. The water depth is 370 metres. Marulk was discovered in 1992, and the plan for development and operation (PDO) was approved in 2010. The field is developed with a subsea template tied-back to the production, storage and offloading vessel (FPSO) Norne. The production started in 2012.",18212090,20.02.2026,17.07.2026
349,MARULK,Recovery strategy,The field is produced by pressure depletion.,18212090,20.02.2026,17.07.2026
350,MIKKEL,Status,"The production from Mikkel is governed by the reserved capacity on Åsgard B. No new wells have been drilled since 2020, and the field currently produces from four wells. A project for late life production is in its initial phase.",1630514,20.02.2026,17.07.2026
351,MIKKEL,Development,"Mikkel is a field in the eastern part of the Norwegian Sea, 30 kilometres north of the Draugen field. The water depth is 220 metres. Mikkel was discovered in 1987, and the plan for development and operation (PDO) was approved in 2001. The field is developed with two subsea templates tied-back to the Åsgard B facility. The production started in 2003.",1630514,20.02.2026,17.07.2026
352,MIKKEL,Recovery strategy,The field is produced by pressure depletion.,1630514,20.02.2026,17.07.2026
353,MIKKEL,Reservoir,"Mikkel produces gas and condensate from Jurassic sandstone in the Garn, Ile and Tofte Formations. The field consists of six structures separated by faults, all with good reservoir quality. It has a 300-metre-thick gas/condensate column and a thin underlying oil zone. The reservoir depth is 2500 metres.",1630514,20.02.2026,17.07.2026
354,MIKKEL,Transport,The well stream from Mikkel is combined with the well stream from the Midgard deposit and routed via the Åsgard Subsea Compressor to the Åsgard B facility for processing. The condensate is separated from the gas and stabilised before being shipped together with condensate from the Åsgard field. The condensate is sold as oil. The rich gas is transported via the Åsgard Transport System (ÅTS) to the Kårstø terminal for separation of the natural gas liquids (NGL). The dry gas is transported from Kårstø to continental Europe via the Europipe II pipeline.,1630514,20.02.2026,17.07.2026
355,MIME,Reservoir,Mime produced oil from sandstone of Late Jurassic age in the Ula Formation. The reservoir depth is 4200 metres.,43792,20.02.2026,17.07.2026
356,MIME,Development,"Mime is a field in the southern part of the Norwegian sector in the North Sea, six kilometres northeast of the Cod field. The water depth is 80 metres. Mime was discovered in 1982, and the plan for development and operation (PDO) was approved in 1992. The field was developed with a subsea well tied to the Cod facility. The production started 1993.",43792,20.02.2026,17.07.2026
357,MIME,Recovery strategy,The filed was produced by pressure depletion.,43792,20.02.2026,17.07.2026
358,MIME,Transport,"The well stream from Mime was mixed with gas and condensate from the Cod field and transported to the Ekofisk Complex. The oil was transported further to Teesside in the UK, whereas the gas was used at the Ekofisk Complex.",43792,20.02.2026,17.07.2026
359,MIME,Status,"Mime was shut down in 1993, and the facility was removed in 1999.",43792,20.02.2026,17.07.2026
360,MORVIN,Development,"Morvin is a field in the Norwegian Sea, 15 kilometres west of the Åsgard field. The water depth is 360 metres. Morvin was discovered in 2001, and the plan for development and production (PDO) was approved in 2008. The field is developed with two 4-slot subsea templates, tied to the Åsgard B facility. The production started in 2010.",4966234,20.02.2026,17.07.2026
361,MORVIN,Reservoir,"Morvin produces gas and oil from Jurassic sandstone in the Tilje, Tofte, Ile, Garn and Spekk Formations. The reservoirs are in a rotated and tilted fault block at depths of 4500-4700 metres. They have high pressure and high temperature (HPHT).",4966234,20.02.2026,17.07.2026
362,MORVIN,Recovery strategy,The field is produced by pressure depletion.,4966234,20.02.2026,17.07.2026
363,MORVIN,Transport,"The well stream from Morvin is transported by a heated, 20-kilometre pipeline to the Åsgard B facility for processing. The condensate is separated from the gas and stabilised before being shipped together with condensate from the Åsgard field. The condensate is sold as oil. The rich gas is transported via the Åsgard Transport System (ÅTS) to the Kårstø terminal for separation of the natural gas liquids (NGL). The dry gas is transported from Kårstø to continental Europe via the Europipe II pipeline.",4966234,20.02.2026,17.07.2026
364,MORVIN,Status,"Drilling of new wells on Morvin is technically and economically challenging. The focus is therefore to ensure continued production from the existing wells, for example by conducting well interventions.",4966234,20.02.2026,17.07.2026
365,MUNIN,Status,"The field is under development. The development of Munin is coordinated with the development of the Hugin, Hugin Satellites and Fulla fields in the Yggdrasil area. The production is planned to start in 2027. There are also plans to drill several untested structures which may be produced through available well slots or new subsea templates.",42002476,20.02.2026,17.07.2026
366,MUNIN,Transport,The gas will be exported in a new pipeline from Hugin A via Statpipe to the Kårstø terminal. The oil will be transported to the Hugin A facility for further processing and transport.,42002476,20.02.2026,17.07.2026
367,MUNIN,Reservoir,"The reservoirs contain gas and oil mainly in Middle Jurassic sandstone of the Brent Group at depths of 3200-3650 metres. The Munin area is geologically complex, and the deposits have varying reservoir and fluid properties.",42002476,20.02.2026,17.07.2026
368,MUNIN,Development,"Munin is a field in in the Yggdrasil area in the central North Sea, 35 kilometres south of the Oseberg field. The water depth is 110 metres. The field comprises several discoveries and extends over 200 square kilometres. The first discovery was made in 1997 with well 30/11-5. Since then, a further ten discoveries have been made. The discovery wellbore for Munin is 30/11-8 S, drilled in 2011. The plan for development and operation (PDO) was approved in 2023. The development concept includes subsea tie-back of the deposits to an unmanned processing platform located in the northern part of the Yggdrasil area. The platform will be tied-back to the Hugin A processing platform in the southern Yggdrasil area.",42002476,20.02.2026,17.07.2026
369,MUNIN,Recovery strategy,"The deposits will be produced with different recovery strategies. The largest oil deposits will be produced with water injection, while gas deposits and smaller oil deposits will be produced by pressure depletion. Oil producers will be equipped with gas lift.",42002476,20.02.2026,17.07.2026
370,MURCHISON,Recovery strategy,The field was produced with pressure support from water injection.,43665,20.02.2026,17.07.2026
371,MURCHISON,Reservoir,Murchison produced oil from sandstone of Middle Jurassic age in the Brent Group.,43665,20.02.2026,17.07.2026
372,MURCHISON,Status,"Murchison was shut down in 2014, and the platform was removed in 2017.",43665,20.02.2026,17.07.2026
373,MURCHISON,Transport,The well stream was sent through the Brent Pipeline System to Sullom Voe in the Shetland Islands in the UK.,43665,20.02.2026,17.07.2026
374,MURCHISON,Development,"Murchison is a field in the Tampen area in the northern part of the North Sea, on the border between the Norwegian and UK sectors. The Norwegian share of the field was 22.2 per cent. Murchison was discovered in 1975, and the plan for development and operation was approved in 1976. The field was developed in the UK sector with a combined drilling, accommodation and production facility. The British and Norwegian licensees and authorities entered into an agreement in 1979 concerning common exploitation of the resources on the Murchison field. The production started in 1980.",43665,20.02.2026,17.07.2026
375,NJORD,Recovery strategy,"Initial production strategy was gas injection for pressure support in parts of the reservoir and pressure depletion in the rest of the reservoir. After gas export started in 2007, only minor volumes of gas have been injected. Due to the complex reservoir with many faults, the field has a relatively low recovery factor.",43751,20.02.2026,17.07.2026
376,NJORD,Reservoir,Njord produces oil from Jurassic sandstone in the Tilje and Ile Formations. The field has a complicated fault pattern with only partial communication between the segments. The reservoir quality varies in the different reservoir zones. The reservoir depth is 2850 metres.,43751,20.02.2026,17.07.2026
377,NJORD,Transport,"Produced oil is transported by pipeline to the storage vessel Njord Bravo, and further by tankers to the market. Gas from the field is exported through a 40-kilometre pipeline connected to the Åsgard Transport System (ÅTS) and further to the Kårstø terminal.",43751,20.02.2026,17.07.2026
378,NJORD,Development,"Njord is a field in the Norwegian Sea, 30 kilometres west of the Draugen field. The water depth is 330 metres. The Njord field was discovered in 1986, and the plan for development and operation (PDO) was approved in 1995. Njord is developed with a floating steel platform unit, Njord A, containing drilling and processing facilities, and a storage vessel, Njord Bravo. The production started in 1997 and stopped temporarily in 2016 when the Njord A platform was shut down and towed to land for reinforcement and modifications. An amended PDO for the upgrading was approved in 2017. Production from the Njord field resumed at the end of 2022. The fields Hyme, Bauge and Fenja are tied-back to Njord.",43751,20.02.2026,17.07.2026
379,NJORD,Status,"In 2024, production from Njord has been lower than anticipated, due to delayed wells and downtime of the process plant. Njord is planned to receive power from shore via the Draugen platform in a few years and thus be partially electrified.",43751,20.02.2026,17.07.2026
380,NORDØST FRIGG,Reservoir,Nordøst Frigg produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir is at a depth of 1950 metres. It has pressure communication with the reservoir on the Frigg field via the aquifer.,43568,20.02.2026,17.07.2026
381,NORDØST FRIGG,Transport,The well stream was sent via pipeline to Frigg (TCP2) for further processing before export through the Frigg Norwegian Pipeline to St Fergus in the UK.,43568,20.02.2026,17.07.2026
382,NORDØST FRIGG,Recovery strategy,The field was produced by pressure depletion.,43568,20.02.2026,17.07.2026
383,NORDØST FRIGG,Development,"Nordøst Frigg is a field in the central part of the North Sea. The water depth is 110 metres. The field was discovered in 1974, and the plan for development and operation (PDO) was approved in 1980. Nordøst-Frigg was developed with a seabed template with six wells and was remotely operated from the Frigg field using a control tower. The control tower consisted of a deck and a 126-metre-high steel structure attached to a concrete foundation. The production started in 1983.",43568,20.02.2026,17.07.2026
384,NORDØST FRIGG,Status,"Nordøst Frigg was shut down in 1993, and the facility was removed in 1996. The development of the Yggdrasil area may provide an opportunity for a redevelopment of the field.",43568,20.02.2026,17.07.2026
385,NORNE,Status,"The production from Norne is in the decline phase. Production challenges are related to reservoir souring, increasing water cut, scale and well integrity due to aging facilities. The key activities include identifying new well targets and optimising the water injection strategy. ",43778,20.02.2026,17.07.2026
386,NORNE,Development,"Norne is a field in the Norwegian Sea, 80 kilometres north of the Heidrun field. The water depth is 380 metres. Norne was discovered in 1992, and the plan for development and operation (PDO) was approved in 1995. The field has been developed with a production, storage and offloading vessel (FPSO), connected to seven subsea templates. The production started in 1997. An amended PDO for several deposits in the area around the Norne and Urd fields was approved in 2008. The Alve, Urd, Skuld, Marulk and Verdande fields are tied-back to the Norne FPSO. ",43778,20.02.2026,17.07.2026
387,NORNE,Recovery strategy,The field is produced by water injection as the drive mechanism. Gas injection ceased in 2005 and all gas is exported.,43778,20.02.2026,17.07.2026
388,NORNE,Transport,The oil is loaded to tankers for export. Gas export started in 2001 through a dedicated pipeline to the Åsgard field and via Åsgard Transport System (ÅTS) to the Kårstø terminal.,43778,20.02.2026,17.07.2026
389,NORNE,Reservoir,"Norne produces oil and gas from Jurassic sandstone. Oil is mainly found in the Ile and Tofte Formations, and gas in the Not Formation. The reservoir is at a depth of 2500 metres and has good quality.",43778,20.02.2026,17.07.2026
390,NOVA,Status,The production from Nova is in accordance with the reserved capacity at the Gjøa processing facility. The main focus is to optimise pressure support to the production wells.,33197696,20.02.2026,17.07.2026
391,NOVA,Reservoir,"The reservoir contains oil with a gas cap in sandstone of Late Jurassic age in the Heather Formation of the Viking Group, at a depth of 2500 metres. The reservoir quality is good.",33197696,20.02.2026,17.07.2026
392,NOVA,Development,"Nova is a field in the northern part of the North Sea, 20 kilometres southwest of the Gjøa field. The water depth is 370 metres. Nova was proven in 2012, and the plan for development and operation (PDO) was approved in 2018. The development consists of two 4-slot subsea templates, one with three oil producers and one with three water injectors, tied-back to the Gjøa platform. The production started in 2022.",33197696,20.02.2026,17.07.2026
393,NOVA,Transport,"The well stream is routed to the Gjøa platform for processing and export. The oil is transported further through the Troll Oil Pipeline II to the Mongstad terminal, and the gas is exported via the Far North Liquids and Associated Gas System (FLAGS) pipeline to St Fergus in the UK.",33197696,20.02.2026,17.07.2026
394,NOVA,Recovery strategy,The field is produced by pressure support from water injection and with gas lift.,33197696,20.02.2026,17.07.2026
395,ODA,Reservoir,Oda produces oil from sandstone of Late Jurassic age. The main reservoir is in the Ula Formation at a depth of 2900 metres. The reservoir is steeply dipping and has good quality.,29412516,20.02.2026,17.07.2026
396,ODA,Development,"Oda is a field in the southern part of the Norwegian sector in the North Sea, 14 kilometres east of the Ula field. The water depth is 65 metres. Oda was discovered in 2011, and the plan for development and operation (PDO) was approved in 2017. Oda is developed with one subsea template with two production wells and one injection well tied-back to the Ula field. The production started in 2019.",29412516,20.02.2026,17.07.2026
397,ODA,Transport,The well stream is transported by pipeline to the Ula field for processing. The oil is exported to Ekofisk and then onward in Norpipe to the Teesside terminal in the UK. The gas is sold to Ula for injection into the reservoir to increase oil recovery from the Ula field.,29412516,20.02.2026,17.07.2026
398,ODA,Status,"Oda is in the tail end of the production lifetime. Drilling of the production wells has shown that the reservoir is more complex and smaller than anticipated. Consequently, the estimated recoverable volumes have been decreased. There are no plans for further development of the field.",29412516,20.02.2026,17.07.2026
399,ODA,Recovery strategy,The field is produced by pressure support from water injection.,29412516,20.02.2026,17.07.2026
400,ODIN,Reservoir,Odin produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir is at a depth of 2000 metres. It has pressure communication with the Frigg reservoir via the aquifer.,43610,20.02.2026,17.07.2026
401,ODIN,Transport,The gas was sent via pipeline to Frigg (TCP2) for further processing before export through the Frigg Norwegian Pipeline to the Shell-Esso Gas and Liquids (SEGAL) terminal at St Fergus in the UK.,43610,20.02.2026,17.07.2026
402,ODIN,Recovery strategy,The field was produced by pressure depletion. The reservoir had limited water drive compared with the other fields in the Frigg area.,43610,20.02.2026,17.07.2026
403,ODIN,Development,"Odin is a field in the central part of the North Sea, eight kilometres northeast of the Frigg field. The water depth is 100 metres. Odin was discovered in 1974, and the plan for development and operation (PDO) was approved in 1980. The development solution was a facility with simplified drilling and processing equipment and living quarters. The production started in 1984.",43610,20.02.2026,17.07.2026
404,ODIN,Status,"Odin was shut down in 1994, and the facility was removed in 1997. The development of the Yggdrasil area may provide an opportunity for a redevelopment of the field.",43610,20.02.2026,17.07.2026
405,ORMEN LANGE,Transport,The well stream is transported in two multiphase pipelines to the Nyhamna terminal for processing. Gas is exported via the Langeled pipeline and Sleipner to Easington in the UK. Condensate is exported by ship from Nyhamna.,2762452,20.02.2026,17.07.2026
406,ORMEN LANGE,Development,"Ormen Lange is a field in the southern part of the Norwegian Sea, 120 kilometres west-northwest of the Nyhamna processing plant. The water depth varies from 800 to more than 1100 metres. Ormen Lange was discovered in 1997, and the plan for development and operation (PDO) was approved in 2004. Deep water and seabed conditions made the development very challenging and triggered development of new technology. The field has been developed in several phases. The development comprises four 8-slot subsea templates with a total of 24 production wells. The production started in 2007 from two subsea templates in the central part of the field. In 2009 and 2011, two additional templates were installed in the southern and northern parts of the field, respectively. An amended PDO for subsea gas compression was approved in 2022.",2762452,20.02.2026,17.07.2026
407,ORMEN LANGE,Status,"The production from Ormen Lange is declining, and increased recovery is a key focus. The subsea compression system was installed and started up in 2025 to extend the field’s lifetime and increase recovery.",2762452,20.02.2026,17.07.2026
408,ORMEN LANGE,Reservoir,Ormen Lange produces very dry gas and small amounts of condensate from Paleocene sandstone in the Egga Formation. The reservoir is at a depth of 2700-2900 metres below sea level and has excellent quality.,2762452,20.02.2026,17.07.2026
409,ORMEN LANGE,Recovery strategy,The field is produced by pressure depletion.,2762452,20.02.2026,17.07.2026
410,OSEBERG,Development,"Oseberg is a field in the northern part of the North Sea. The water depth is 100 metres. Oseberg was discovered in 1979, and the plan for development and operation (PDO) was approved in 1984. The field was developed in multiple phases and the production started in 1988. The Oseberg Field Centre in the south originally consisted of two facilities: the process and accommodation facility Oseberg A and the drilling and water injection facility Oseberg B. A PDO for Oseberg C was approved in 1988 and included an integrated production, drilling and quarters facility (PDQ) in the northern part of the field. A PDO for the gas phase was approved in 1996 and included a facility for gas processing, Oseberg D. A PDO for the western flank, Vestflanken, was approved in 2003 and included a subsea template tied-back to Oseberg B. A PDO for Oseberg Delta was approved in 2005 and included a subsea template tied-back to Oseberg D. A PDO for Oseberg Delta II was approved in 2013 and included two subsea templates tied-back to the Oseberg Field Centre. A PDO for Oseberg Vestflanken II was approved in 2016 and included an unmanned wellhead platform (UWP), Oseberg H, and new wells from the existing G4 template on the western flank. A PDO for Oseberg Field Centre low pressure gas production and power from shore was approved in 2022. The Oseberg Øst, Oseberg Sør and Tune fields are tied to the Oseberg Field Centre.",43625,20.02.2026,17.07.2026
411,OSEBERG,Reservoir,"Oseberg produces oil and gas from sandstone of Middle Jurassic age in the Brent Group. The main reservoirs are in the Oseberg and Tarbert Formations, but there is also production from the Etive and Ness Formations. The reservoirs are at depths of 2300-2700 metres and have generally good quality. The field is divided into several structures. The satellite structures west of the main structure also produce from the Statfjord Group and Cook Formation.",43625,20.02.2026,17.07.2026
412,OSEBERG,Recovery strategy,"The Oseberg field is produced by pressure depletion, as well as pressure maintenance using gas and water injection in some structures. Massive upflank gas injection in the main field has provided excellent oil displacement, and a large gas cap has developed. Injection gas was previously imported from Troll Øst. Gas blowdown has gradually started in main parts of the field, while other parts are maintaining injection.",43625,20.02.2026,17.07.2026
413,OSEBERG,Transport,"The oil is transported through the Oseberg Transport System (OTS) to the Sture terminal. The gas is transported via the Oseberg Gas Transport (OGT) pipeline and the new Heimdal bypass on the seabed to the Statpipe-system and further to continental Europe, as well as via the Vesterled pipeline to the UK.",43625,20.02.2026,17.07.2026
414,OSEBERG,Status,"The strategy for the main Oseberg reservoirs is to balance oil production with increasing gas offtake. To increase oil recovery from the northern part of the field, the inlet pressure on the Oseberg C facility has been reduced. New production wells are continuously being drilled to enhance oil recovery. The first dedicated gas production wells were drilled in 2023.",43625,20.02.2026,17.07.2026
415,OSEBERG SØR,Transport,"The oil is transported from the Oseberg Sør facility by pipeline to the Oseberg Field Centre, where it is processed. It is then transported through the Oseberg Transport System (OTS) to the Sture terminal. The gas is transported via the Omega Nord deposit to the Oseberg Field Centre for processing and then to the market through Oseberg Gas Transport (OGT), either to Statpipe or Vesterled.",43645,20.02.2026,17.07.2026
416,OSEBERG SØR,Development,"Oseberg Sør is a field in the northern part of the North Sea, just south of the Oseberg field. The water depth is 100 metres. Oseberg Sør was discovered in 1984, and the plan for development and operation (PDO) was approved in 1997. The field has been developed with an integrated steel facility with accommodation, drilling module and first-stage oil/gas separation. Final processing of oil and gas takes place at the Oseberg Field Centre. The production started in 2000. Subsequently, several deposits on the field have been developed with subsea templates tied-back to the Oseberg Sør facility: the PDO for Oseberg Sør J was approved in 2003, a PDO exemption for the G-Central structure was granted in 2008, and the PDO for the Stjerne deposit was approved in 2011. A PDO for the Oseberg Field Centre low pressure gas production and power from shore to the Oseberg Sør facility was approved in 2022.",43645,20.02.2026,17.07.2026
417,OSEBERG SØR,Status,"Further maturation of drilling targets is a focus area, but lack of available well slots is a challenge. Several projects are under evaluation to increase recovery from Oseberg Sør.",43645,20.02.2026,17.07.2026
418,OSEBERG SØR,Reservoir,Oseberg Sør produces oil and gas from several deposits in sandstone of Jurassic age. The main reservoirs are in the Tarbert and Heather Formations. The reservoirs are at depths of 2200-2800 metres and have moderate quality.,43645,20.02.2026,17.07.2026
419,OSEBERG SØR,Recovery strategy,"The field is mainly produced with water and gas injection. In parts of the field, water alternating gas (WAG) injection is being used. Water for injection is produced from the Utsira Formation. Some of the structures are produced by pressure depletion.",43645,20.02.2026,17.07.2026
420,OSEBERG ØST,Development,"Oseberg Øst is a field in the northern part of the North Sea, 15 kilometres east of the Oseberg field. The water depth is 160 metres. Oseberg Øst was discovered in 1981, and the plan for development and operation (PDO) was approved in 1996. The field has been developed with an integrated fixed facility with accommodation, drilling equipment and first-stage separation of oil, water, and gas. The production started in 1999. A PDO exemption for the Beta East segment was granted in 2004.",43639,20.02.2026,17.07.2026
421,OSEBERG ØST,Reservoir,Oseberg Øst produces oil from Middle Jurassic sandstone in the Brent Group. The field consists of two structures which are separated by a sealing fault. The structures contain several oil-bearing layers with variable reservoir characteristics. The reservoirs are at depths of 2700-3100 metres.,43639,20.02.2026,17.07.2026
422,OSEBERG ØST,Transport,"The oil is sent by pipeline to the Oseberg Field Centre for further processing and transport through the Oseberg Transport System (OTS) to the Sture terminal. The gas is mainly used for injection, gas lift and fuel.",43639,20.02.2026,17.07.2026
423,OSEBERG ØST,Recovery strategy,The field is produced by partial pressure support from both water injection and gas injection. Water for injection is produced from the Utsira Formation.,43639,20.02.2026,17.07.2026
424,OSEBERG ØST,Status,"Oseberg Øst is at the tail end of its production phase and the main challenge is to maximise the oil recovery within the field lifetime. To increase production, the focus is on drainage strategy, including optimisation of injection and well interventions. Maximising the gas production rate is also of importance, as the produced gas is used as fuel supply for the platform power generator. A decommissioning plan for the Oseberg Øst field was submitted to the authorities in 2024.",43639,20.02.2026,17.07.2026
425,OSELVAR,Status,"Oselvar was shut down in 2018, and the facility was removed in 2022.",5506919,20.02.2026,17.07.2026
426,OSELVAR,Transport,"The well stream was transported by pipeline to the Ula field for processing. The gas was used for injection in Ula for improved recovery, while the oil was transported by pipeline to the Ekofisk field for further export.",5506919,20.02.2026,17.07.2026
427,OSELVAR,Recovery strategy,The field was produced by pressure depletion.,5506919,20.02.2026,17.07.2026
428,OSELVAR,Development,"Oselvar is a field in the southern part of the Norwegian sector in the North Sea, 20 kilometres southwest of the Ula field. The water depth is 70 metres. Oselvar was discovered in 1991, and the plan for development and operation (PDO) was approved in 2009. The development concept was a subsea template with three horizontal production wells tied to Ula. The production started in 2012. ",5506919,20.02.2026,17.07.2026
429,OSELVAR,Reservoir,Oselvar produced oil and gas from sandstone of Paleocene age in the Forties Formation. The reservoir is at a depth of 2900-3250 metres. ,5506919,20.02.2026,17.07.2026
430,REV,Reservoir,Rev produces gas and some condensate from intra-Heather sandstone of Late Jurassic age. The reservoir is a simple structure divided into two segments. It surrounds a salt structure at 3000 metres depth. The reservoir quality is good. Measurements show that the reservoir is in pressure communication with the Varg field.,4467554,20.02.2026,17.07.2026
431,REV,Recovery strategy,The field is produced by pressure depletion.,4467554,20.02.2026,17.07.2026
432,REV,Development,"Rev is a field close to the UK border in the southern part of the Norwegian sector in the North Sea, four kilometres south of the Varg field. The water depth is 90-110 metres. Rev was discovered in 2001, and the plan for development and operation (PDO) was approved in 2007. The field is developed with a subsea template including three production wells connected to the Armada field on the UK continental shelf. The production started in 2009.",4467554,20.02.2026,17.07.2026
433,REV,Status,The estimated volumes have been reduced since the PDO. The field has been producing with very short production periods and long pressure build-up periods since 2013.,4467554,20.02.2026,17.07.2026
434,REV,Transport,The well stream is routed through a 10-kilometre pipeline to the Armada field in the UK sector and further to the Teesside terminal for final processing. The condensate is sold as stabilised crude oil.,4467554,20.02.2026,17.07.2026
435,RINGHORNE ØST,Reservoir,Ringhorne Øst produces oil with associated gas from Jurassic sandstone in the Statfjord Group. The reservoir is at a depth of 1940 metres and has very good quality.,3505505,20.02.2026,17.07.2026
436,RINGHORNE ØST,Development,"Ringhorne Øst is a field in the central part of the North Sea, six kilometres northeast of the Balder field. The water depth is 130 metres. Ringhorne Øst was discovered in 2003, and the plan for development and operation (PDO) was approved in 2005. The field is developed with four production wells drilled from the Ringhorne wellhead platform. The production started in 2006.",3505505,20.02.2026,17.07.2026
437,RINGHORNE ØST,Recovery strategy,"The field is produced by natural water drive from a regional aquifer to the north and east of the structure. The wells have gas lift to optimise production, and this will be expanded due to increasing water production.",3505505,20.02.2026,17.07.2026
438,RINGHORNE ØST,Transport,"Production is routed from the Ringhorne wellhead platform to the Balder production, storage and offloading vessel (FPSO) for processing, storage and export. The oil is transported by tankers. Any surplus gas is sent to the Jotun FPSO for export via Statpipe to the Kårstø terminal.",3505505,20.02.2026,17.07.2026
439,RINGHORNE ØST,Status,"The field is in its tail production phase, but there is still development potential. The amended PDO for Balder and Ringhorne, approved in 2020, extends the field’s lifetime and increases the production as a result of increased capacity in the area. A new infill well was drilled on Ringhorne Øst in 2025. ",3505505,20.02.2026,17.07.2026
440,SIGYN,Transport,The well stream is sent through two pipelines to the Sleipner A facility. Sales gas is exported from Sleipner A via Gassled (Area D). Unstable oil is exported by pipeline to the Kårstø terminal for final processing.,1630100,20.02.2026,17.07.2026
441,SIGYN,Recovery strategy,Sigyn East is produced with pressure support from gas injection and Sigyn West is produced by pressure depletion.,1630100,20.02.2026,17.07.2026
442,SIGYN,Status,"The field is in its late tail production phase. An infill well was put on production on Sigyn East in 2022, and the existing producer was converted to a gas injector. There has only been production from Sigyn East after the well on Sigyn West ceased producing in early 2024. A new infill well is planned to be drilled on Sigyn West in 2026. The well shall produce from both the Triassic and Jurassic reservoirs.",1630100,20.02.2026,17.07.2026
443,SIGYN,Development,"Sigyn is a field in the central part of the North Sea, 12 kilometres southeast of the Sleipner Øst field. The water depth is 70 metres. Sigyn was discovered in 1982, and the plan for development and operation (PDO) was approved in 2001. The field is developed with a 4-slot subsea template tied-back to the Sleipner A facility. The production started in 2002.",1630100,20.02.2026,17.07.2026
444,SIGYN,Reservoir,"The Sigyn field produces gas and condensate from two separate accumulations, Sigyn West and Sigyn East. Sigyn West contains rich gas and condensate, while Sigyn East contains light oil. The main reservoirs are in Triassic sandstone of the Skagerrak Formation, at a depth of 2700 metres. There are also thin reservoir sandstone layers in the Upper Jurassic intra-Draupne Formation.",1630100,20.02.2026,17.07.2026
445,SINDRE,Status,"Sindre has been shut down for a long time due to low reservoir pressure. Cyclic production is planned in the future. A new production well was drilled in the area between the Sindre and Gimle fields in 2024, and there has been test productionfrom the well in 2025.",29401178,20.02.2026,17.07.2026
446,SINDRE,Development,"Sindre is a field in the northern part of the North Sea, three kilometres northeast of the Gullfaks field. The water depth is 250 metres. Sindre was discovered and granted exemption from a plan for development and operation (PDO) in 2017. The field is developed with one production well drilled from the Gullfaks C platform. The production started in 2017.",29401178,12.03.2026,17.07.2026
447,SINDRE,Transport,"The well stream from Sindre is processed together with the production from the Gimle field at the Gullfaks C facility, and transported further with oil and gas from the Gullfaks field.  ",29401178,20.02.2026,17.07.2026
448,SINDRE,Reservoir,"Sindre contains oil in Upper Triassic to Lower Jurassic sandstone in the Lunde Formation, Statfjord Group and Dunlin Group. The main reservoir is at a depth of 3100 metres. The reservoir quality is good, but sealing faults reduce communication in the reservoir. Reservoir sandstone is also identified in Middle Jurassic Brent Group.",29401178,20.02.2026,17.07.2026
449,SINDRE,Recovery strategy,"The field is produced by pressure depletion, but rapid pressure decline may necessitate pressure support.",29401178,20.02.2026,17.07.2026
450,SKARV,Recovery strategy,The field is produced with pressure support by gas injection and gas lift.,4704482,20.02.2026,17.07.2026
451,SKARV,Reservoir,"Skarv produces gas and oil from Lower and Middle Jurassic sandstone in the Tilje, Ile and Garn Formations. The Garn Formation has good reservoir quality, while the Tilje Formation has relatively poor quality. The reservoirs are divided into several fault segments and are at depths of 3300-3700 metres. The reservoir in Ærfugl contains gas and condensate in sandstone of Late Cretaceous age in the Lysing Formation. It is at a depth of 2800 metres and has good quality. The Gråsel reservoir contains gas and oil in sandstone of Late Cretaceous age in the Lange Formation.",4704482,20.02.2026,17.07.2026
452,SKARV,Development,"Skarv is a field in the northern part of the Norwegian Sea, 35 kilometres southwest of the Norne field. The water depth is 350-450 metres. Skarv was discovered in 1998, and the plan for development and operation (PDO) was approved in 2007. The plan also included the development of the Idun deposit. The production started in 2013. The field has been developed further with the development of the Ærfugl and Gråsel deposits, which came into production in 2020 and 2021, respectively. The development concept includes five subsea templates tied-back to a production, storage and offloading vessel (FPSO).",4704482,20.02.2026,17.07.2026
453,SKARV,Transport,"The oil is offloaded to shuttle tankers, while the gas is transported to the Kårstø terminal in an 80-kilometre pipeline connected to the Åsgard Transport System (ÅTS).",4704482,20.02.2026,17.07.2026
